"Song.Name","Song.Length","Album","Artist","Date.Released","Tags"
"TOMBOY","2:54","I NEVER DIE","(G)I-dle","14 March 2022","k-pop;rock;pop rock;punk;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Never Stop Me","2:24","I NEVER DIE","(G)I-dle","14 March 2022","rock;hard rock;k-pop;pop rock;banger;2022;goes hard;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"VILLAIN DIES","3:04","I NEVER DIE","(G)I-dle","14 March 2022","2022;sad;k-pop;deep;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"ALREADY","3:21","I NEVER DIE","(G)I-dle","14 March 2022","kpop;already;i never die;gidle;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"POLAROID","3:38","I NEVER DIE","(G)I-dle","14 March 2022","masterpiece;sed;2022;soojin;yuqi;😩💔;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"ESCAPE","3:29","I NEVER DIE","(G)I-dle","14 March 2022","beautiful;pop rock;k-pop;calm;2022;goated;gidle;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LIAR","2:51","I NEVER DIE","(G)I-dle","14 March 2022","k-pop;masterpiece;w;so good fuck;2022;best of 2022;hits really hard;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"MY BAG","2:40","I NEVER DIE","(G)I-dle","14 March 2022","k-pop;kpop;rap;hip-hop;dirty south;hyphy;jeon soyeon;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Queencard","2:41","I feel","(G)I-dle","15 May 2023","korean;dance;rock;alternative rock;k-pop;alternative dance;soty;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Allergy","2:42","I feel","(G)I-dle","15 May 2023","korean;english;k-pop;pop rock;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Lucid","2:55","I feel","(G)I-dle","15 May 2023","k-pop;kpop;pop;girl group;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"All Night","2:26","I feel","(G)I-dle","15 May 2023","pop;dance;k-pop;electronic;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Paradise","3:09","I feel","(G)I-dle","15 May 2023","k-pop;rnb;vocal;contemporary rnb;k-rnb;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Peter Pan","3:10","I feel","(G)I-dle","15 May 2023","2023;(g)i-dle better;soyeon;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Oh My God","3:15","I Trust","(G)I-dle","4 April 2020","korean;lesbian;k-pop;trap;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Luv U","3:33","I Trust","(G)I-dle","4 April 2020","2020;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Maybe","3:01","I Trust","(G)I-dle","4 April 2020","2020;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LION","3:31","I Trust","(G)I-dle","4 April 2020","k-pop;korean;2020;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Oh My God","3:15","I Trust","(G)I-dle","4 April 2020","korean;lesbian;k-pop;trap;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Nxde","2:58","I LOVE","(G)I-dle","21 October 2022","banger;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LOVE","3:17","I LOVE","(G)I-dle","21 October 2022","korean;2022;k-pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Change","3:24","I LOVE","(G)I-dle","21 October 2022","k-pop;pop rock;korean;alt-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Reset","3:02","I LOVE","(G)I-dle","21 October 2022","k-pop;korean;kpop;2022;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"조각품","3:06","I LOVE","(G)I-dle","21 October 2022","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"DARK (X-file)","2:45","I LOVE","(G)I-dle","21 October 2022","k-pop;korean;kpop;dark pop;soty;banger;2022;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LATATA","3:22","I Am","(G)I-dle","2 May 2018","k-pop;2018;dance;debut;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"$$$","3:31","I Am","(G)I-dle","2 May 2018","k-pop;dance;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"MAZE","3:20","I Am","(G)I-dle","2 May 2018","k-pop;house;2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"DON'T TEXT ME","3:36","I Am","(G)I-dle","2 May 2018","k-pop;hip-hop;trap;2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"What’s in your house?","Yeah it's a fascination","I Am","(G)I-dle","2 May 2018","bop;love at first listen;soojin;better than your favs;this talks me off the edge;gidle;2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Hear Me","3:56","I Am","(G)I-dle","2 May 2018","2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HANN (Alone in winter)","2:55","I burn","(G)I-dle","9 January 2021","sad;masterpiece;holy shit;best song;2021;piece of art;very underrated;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HWAA","3:17","I burn","(G)I-dle","9 January 2021","k-pop;fire;traditional instruments;2021;skz couldnt do this;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"MOON","3:20","I burn","(G)I-dle","9 January 2021","k-pop;hard;banger;greatest song of all time;2021;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Where is love","2:57","I burn","(G)I-dle","9 January 2021","2021;k-pop;korean;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Lost","3:01","I burn","(G)I-dle","9 January 2021","2021;beautiful;korean;dreamy;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Dahlia","3:10","I burn","(G)I-dle","9 January 2021","k-pop;female vocalist;pop;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HANN (Alone)","Remember what you said? (Said)","HANN (Alone)","(G)I-dle","1 track","k-pop;dance;korean;girl group;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Senorita","3:17","I Made","(G)I-dle","26 February 2019","k-pop;liked;dance;banger;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"What's Your Name","3:09","I Made","(G)I-dle","26 February 2019","k-pop;perfect;banger;2019;soyeon;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"싫다고 말해","3:56","I Made","(G)I-dle","26 February 2019","sad bop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"주세요","3:40","I Made","(G)I-dle","26 February 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Blow Your Mind","2:49","I Made","(G)I-dle","26 February 2019","k-pop;2019;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Uh-Oh","3:27","Uh-Oh","(G)I-dle","26 June 2019","kpop;hip-hop;k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Super Lady","독하다 해, that's my name","2","(G)I-dle","29 January 2024","k-pop;pop;kpop;rock;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Revenge","You need damage, I'll destroy it","2","(G)I-dle","29 January 2024","k-pop;korean;kpop;song of the year;best of 2024;killingboys;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Doll","I'm not your doll, don't cry","2","(G)I-dle","29 January 2024","k-pop;korean;kpop;masterpiece;romy owns this song;best of 2024;banger;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Vision","불꽃처럼 사방으로 전부 (flame, flame)","2","(G)I-dle","29 January 2024","cool;boring;k-pop;korean;kpop;masterpiece;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"7Days","I gotta say, Monday, Tuesday, or everyday","2","(G)I-dle","29 January 2024","pop;english;k-pop;beautiful;korean;dnb;drum n bass;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Fate","지하철 속 이 장면 어제 꿈에서 봤나?","2","(G)I-dle","29 January 2024","pop;cool;k-pop;amazing;masterpiece;best of 2024;the album is flop but girls ate;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Rollie","A Rollie, Rollie, Rollie in my bag","2","(G)I-dle","29 January 2024","k-pop;rap;korean;kpop;swag;jey owns this song;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Wife","2:01","2","(G)I-dle","29 January 2024","kpop;girl group;gg;k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"덤디덤디 = Dumdi Dumdi","3:31","DUMDi DUMDi","(G)I-dle","3 August 2020","k-pop;korean;kpop;pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"i'M THE TREND","3:25","DUMDi DUMDi","(G)I-dle","3 August 2020","k-pop;korean;kpop;masterpiece;2020;life changing;minnie🥶🥶;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I DO","3:10","I DO","(G)I-dle","13 July 2023","g idle always slays;pop;english;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I DO","3:10","HEAT","(G)I-dle","7 September 2023","g idle always slays;pop;english;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Track 2","Add lyrics on Musixmatch","HEAT","(G)I-dle","7 September 2023","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Track 3","Add lyrics on Musixmatch","HEAT","(G)I-dle","7 September 2023","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Track 4","Add lyrics on Musixmatch","HEAT","(G)I-dle","7 September 2023","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Track 5","Add lyrics on Musixmatch","HEAT","(G)I-dle","7 September 2023","k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Wife","2:01","Wife","(G)I-dle","21 January 2024","kpop;girl group;gg;k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"i'M THE TREND","3:25","i'M THE TREND","(G)I-dle","7 July 2020","k-pop;korean;kpop;masterpiece;2020;life changing;minnie🥶🥶;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Latata (Japanese Version)","Add lyrics on Musixmatch","LATATA","(G)I-dle","29 July 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Light My Fire","3:51","LATATA","(G)I-dle","29 July 2019","2019;life changing;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Maze (Japanese Version)","Add lyrics on Musixmatch","LATATA","(G)I-dle","29 July 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"For You","3:44","LATATA","(G)I-dle","29 July 2019","2019;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HWAA (English Version)","3:17","Hwaa","(G)I-dle","27 January 2021","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HWAA (Chinese Version)","3:17","Hwaa","(G)I-dle","27 January 2021","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Oh My God","3:15","oh my god","(G)I-dle","23 August 2020","korean;lesbian;k-pop;trap;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Uh-Oh","3:27","oh my god","(G)I-dle","23 August 2020","kpop;hip-hop;k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Senorita","3:17","oh my god","(G)I-dle","23 August 2020","k-pop;liked;dance;banger;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Tung-Tung","3:49","oh my god","(G)I-dle","23 August 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"DUMDi DUMDi","3:30","oh my god","(G)I-dle","23 August 2020","kpop;girl group;2020;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LATATA - English Ver.","3:22","LATATA (English Ver.)","(G)I-dle","15 May 2020","2020;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Help Me","3:58","Her Private Life (Original Television Soundtrack), Pt. 1","(G)I-dle","11 April 2019","k-pop;2019;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Help Me","3:58","Her Private Life (Original Television Soundtrack), Pt. 1","(G)I-dle","11 April 2019","k-pop;2019;herprivatelife;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"TOMBOY (R3HAB Remix)","2:09","TOMBOY (R3HAB Remix)","(G)I-dle","20 May 2022","remix;k-pop;korean;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"달려! Relay","3:43","달려! Relay","(G)I-dle","19 November 2018","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"달려! Relay - Inst.","3:43","달려! Relay","(G)I-dle","19 November 2018","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Upgrade","3:28","ONE","(G)I-dle","17 June 2018","k-pop;japanese;kpop;video game music;korean;pentagon;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Follow your dreams","4:31","ONE","(G)I-dle","17 June 2018","btob;k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Young & One","3:52","ONE","(G)I-dle","17 June 2018","k-pop;korean;female vocalists;pop;4minute;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LATATA","Add lyrics on Musixmatch","I Am - EP","(G)I-dle","2 May 2018","(g)i-dle;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"$$$","3:31","I Am - EP","(G)I-dle","2 May 2018","k-pop;dance;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"MAZE","3:20","I Am - EP","(G)I-dle","2 May 2018","k-pop;house;2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"DON'T TEXT ME","3:36","I Am - EP","(G)I-dle","2 May 2018","k-pop;hip-hop;trap;2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"What's in Your House?","3:27","I Am - EP","(G)I-dle","2 May 2018","k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Hear Me","3:56","I Am - EP","(G)I-dle","2 May 2018","2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Oh My God","3:15","I Trust - EP","(G)I-dle","6 April 2020","korean;lesbian;k-pop;trap;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Luv U","3:33","I Trust - EP","(G)I-dle","6 April 2020","2020;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Maybe","3:01","I Trust - EP","(G)I-dle","6 April 2020","2020;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LION","3:31","I Trust - EP","(G)I-dle","6 April 2020","k-pop;korean;2020;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Oh My God (English Version)","3:16","I Trust - EP","(G)I-dle","6 April 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HANN (Alone)","Remember what you said? (Said)","Hann (Alone) - Single","(G)I-dle","14 August 2018","k-pop;dance;korean;girl group;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Show","3:11","Sugar Man 3 투유프로젝트 - 슈가맨3, EPISODE.8","(G)I-dle","1 February 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Our little promise 슬픈 언약식","4:29","Sugar Man 3 투유프로젝트 - 슈가맨3, EPISODE.8","(G)I-dle","1 February 2020","korean;ballad;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Show - inst.","3:11","Sugar Man 3 투유프로젝트 - 슈가맨3, EPISODE.8","(G)I-dle","1 February 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Our little promise 슬픈 언약식 - inst.","4:29","Sugar Man 3 투유프로젝트 - 슈가맨3, EPISODE.8","(G)I-dle","1 February 2020","korean;ballad;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LATATA (Japanese ver.)","3:22","LATATA (Japanese ver.)","(G)I-dle","1 track, 3:22","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Senorita","3:17","I Made - EP","(G)I-dle","26 February 2019","k-pop;liked;dance;banger;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"What's Your Name","3:09","I Made - EP","(G)I-dle","26 February 2019","k-pop;perfect;banger;2019;soyeon;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Put It Straight","3:56","I Made - EP","(G)I-dle","26 February 2019","k-pop;chills;crazy good;holy fuck;superior;2019;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Give Me Your","3:40","I Made - EP","(G)I-dle","26 February 2019","female vocalists;beautiful;catchy;eargasm;best non title;2019;love at first listen;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Blow Your Mind","2:49","I Made - EP","(G)I-dle","26 February 2019","k-pop;2019;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Last Dance (Prod. GroovyRoom)","온종일 last dance (last dance), yeah","Last Dance (Prod. GroovyRoom)","(G)I-dle","1 September 2023","k-pop;2021;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Nxde","2:58","I love - EP","(G)I-dle","17 October 2022","banger;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LOVE","3:17","I love - EP","(G)I-dle","17 October 2022","korean;2022;k-pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Change","3:24","I love - EP","(G)I-dle","17 October 2022","k-pop;pop rock;korean;alt-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Reset","3:02","I love - EP","(G)I-dle","17 October 2022","k-pop;korean;kpop;2022;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Sculpture","3:06","I love - EP","(G)I-dle","17 October 2022","k-pop;pop rock;banger;2022;miyeon;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"DARK (X-file)","2:45","I love - EP","(G)I-dle","17 October 2022","k-pop;korean;kpop;dark pop;soty;banger;2022;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HANN (Alone in winter)","2:55","I burn - EP","(G)I-dle","11 January 2021","sad;masterpiece;holy shit;best song;2021;piece of art;very underrated;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HWAA","3:17","I burn - EP","(G)I-dle","11 January 2021","k-pop;fire;traditional instruments;2021;skz couldnt do this;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"MOON","3:20","I burn - EP","(G)I-dle","11 January 2021","k-pop;hard;banger;greatest song of all time;2021;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Where is love","2:57","I burn - EP","(G)I-dle","11 January 2021","2021;k-pop;korean;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Lost","3:01","I burn - EP","(G)I-dle","11 January 2021","2021;beautiful;korean;dreamy;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Dahlia","3:10","I burn - EP","(G)I-dle","11 January 2021","k-pop;female vocalist;pop;electropop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Queencard","2:41","I FEEL - EP","(G)I-dle","15 May 2023","korean;dance;rock;alternative rock;k-pop;alternative dance;soty;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Allergy","2:42","I FEEL - EP","(G)I-dle","15 May 2023","korean;english;k-pop;pop rock;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Lucid","2:55","I FEEL - EP","(G)I-dle","15 May 2023","k-pop;kpop;pop;girl group;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"All Night","2:26","I FEEL - EP","(G)I-dle","15 May 2023","pop;dance;k-pop;electronic;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Paradise","3:09","I FEEL - EP","(G)I-dle","15 May 2023","k-pop;rnb;vocal;contemporary rnb;k-rnb;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Peter Pan","3:10","I FEEL - EP","(G)I-dle","15 May 2023","2023;(g)i-dle better;soyeon;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay","Oh oh keep runnin' and runnin' and","Relay","(G)I-dle","2 tracks","2018;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay (Inst.)","Add lyrics on Musixmatch","Relay","(G)I-dle","2 tracks","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Uh-Oh","3:27","Uh-Oh - Single","(G)I-dle","26 June 2019","kpop;hip-hop;k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"달려! Relay - hue Remix","3:13","달려! Relay : Remixes","(G)I-dle","9 February 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"달려! Relay - iLYKE to Run Run Remix","3:36","달려! Relay : Remixes","(G)I-dle","9 February 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"DUMDi DUMDi","3:30","DUMDi DUMDi - Single","(G)I-dle","3 August 2020","kpop;girl group;2020;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I DO","3:10","HEAT - EP","(G)I-dle","5 October 2023","g idle always slays;pop;english;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"I WANT THAT","2:45","HEAT - EP","(G)I-dle","5 October 2023","dance;vocal;k-pop;english;future house;2023;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"EYES ROLL","3:00","HEAT - EP","(G)I-dle","5 October 2023","english;2023;pop;house;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"FLIP IT","3:00","HEAT - EP","(G)I-dle","5 October 2023","rap;pop;hip-hop;english;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"TALL TREES","2:45","HEAT - EP","(G)I-dle","5 October 2023","english;2023;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay (hue Remix)","Add lyrics on Musixmatch","Relay : Remixes","(G)I-dle","2 tracks","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Relay (iLYKE to Run Run Remix)","It's alright alright yeah 너와 나","Relay : Remixes","(G)I-dle","2 tracks","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"i'M THE TREND","3:25","i'M THE TREND - Single","(G)I-dle","7 July 2020","k-pop;korean;kpop;masterpiece;2020;life changing;minnie🥶🥶;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LATATA (Japanese ver.)","3:22","Latata - EP","(G)I-dle","29 July 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Light My Fire","3:51","Latata - EP","(G)I-dle","29 July 2019","2019;life changing;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"MAZE (Japanese ver.)","3:20","Latata - EP","(G)I-dle","29 July 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"For You","3:44","Latata - EP","(G)I-dle","29 July 2019","2019;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Wife","2:01","Wife - Single","(G)I-dle","22 January 2024","kpop;girl group;gg;k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Last Dance","3:04","Last Dance - Single","(G)I-dle","29 April 2021","female vocalist;house;k-pop;female vocalists;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Super Lady","독하다 해, that's my name","[2]","(G)I-dle","29 January 2024","k-pop;pop;kpop;rock;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Revenge","You need damage, I'll destroy it","[2]","(G)I-dle","29 January 2024","k-pop;korean;kpop;song of the year;best of 2024;killingboys;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Doll","I'm not your doll, don't cry","[2]","(G)I-dle","29 January 2024","k-pop;korean;kpop;masterpiece;romy owns this song;best of 2024;banger;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Vision","불꽃처럼 사방으로 전부 (flame, flame)","[2]","(G)I-dle","29 January 2024","cool;boring;k-pop;korean;kpop;masterpiece;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"7Days","I gotta say, Monday, Tuesday, or everyday","[2]","(G)I-dle","29 January 2024","pop;english;k-pop;beautiful;korean;dnb;drum n bass;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"나는 아픈 건 딱 질색이니까","Add lyrics on Musixmatch","[2]","(G)I-dle","29 January 2024","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Rollie","A Rollie, Rollie, Rollie in my bag","[2]","(G)I-dle","29 January 2024","k-pop;rap;korean;kpop;swag;jey owns this song;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Wife","2:01","[2]","(G)I-dle","29 January 2024","kpop;girl group;gg;k-pop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Queencard","2:41","Queencard","(G)I-dle","5 September 2036","korean;dance;rock;alternative rock;k-pop;alternative dance;soty;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LATATA (English Version)","3:22","LATATA (English Version)","(G)I-dle","15 May 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HWAA (English Version)","3:17","HWAA - Single","(G)I-dle","27 January 2021","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"HWAA (Chinese Version)","3:17","HWAA - Single","(G)I-dle","27 January 2021","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"LATATA (English Version)","3:22","LATATA (English Version) - Single","(G)I-dle","15 May 2020","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Latata (Japanese Version)","Add lyrics on Musixmatch","LATATA (Japanese Version)","(G)I-dle","28 June 2019","k-pop;korean;pop;kpop;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
"Help Me","3:58","Her Private Life, Pt. 1 (Original Television Soundtrack)","(G)I-dle","11 April 2019","k-pop;2019;herprivatelife;k-pop;korean;kpop;pop;girl group;cube entertainment;banger;electropop"
